Proto,Dur,SrcBytes,DstBytes,sTtl,dTtl,SrcLoad,DstLoad,SrcPkts,DstPkts,sMeanPktSz,dMeanPktSz,SIntPkt,DIntPkt,TcpRtt,SynAck,AckDat,DeviceName,label_mac,label,generated_label
37,0.159152,132,132,64.0,45.0,3317.583252,3317.583252,2,2,66.0,66.0,17.258,163.239,0.146096,0.142142,0.003954,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.438679,254,408,64.0,52.0,2316.044189,3720.26001,2,2,127.0,204.0,438.679,273.563,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,4.301289,780,330,64.0,228.0,1160.582275,491.015594,5,5,156.0,66.0,1028.885812,1028.891187,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
38,2.652171,270,270,64.0,49.0,542.951416,542.951416,3,3,90.0,90.0,1221.503,1221.304,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.298168,272,140,64.0,55.0,5473.424316,1878.135742,4,2,68.0,70.0,99.389336,146.378,0.146489,0.143648,0.002841,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.439409,254,408,64.0,49.0,2312.196777,3714.07959,2,2,127.0,204.0,439.409,271.461,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,1.638113,382,300,100.0,35.0,1401.612671,976.733582,4,3,95.5,100.0,2826.19475,3699.50425,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.43362,270,398,64.0,49.0,2490.659912,3671.417236,2,2,135.0,199.0,433.62,270.615,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.436167,254,408,64.0,52.0,2329.383057,3741.686035,2,2,127.0,204.0,436.167,272.932,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.435468,270,398,64.0,49.0,2480.090332,3655.837158,2,2,135.0,199.0,435.468,272.558,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.452863,254,408,64.0,49.0,2243.50415,3603.73877,2,2,127.0,204.0,452.863,269.207,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,2.985727,858,330,64.0,227.0,1725.542847,707.365417,4,5,214.5,66.0,746.44075,804.362625,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.43408,270,398,64.0,52.0,2488.020508,3667.526611,2,2,135.0,199.0,434.08,272.263,0.162212,0.160003,0.002209,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.226743,254,270,64.0,51.0,4480.844238,4763.102051,2,2,127.0,135.0,226.743,26.678,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.21491,636,585,64.0,56.0,19729.189453,16341.724609,6,4,106.0,146.25,42.982,70.778664,0.002447,0.001462,0.000985,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.164256,270,265,64.0,49.0,6575.102051,6477.692871,2,2,135.0,132.5,164.256,1.603,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,3.190938,624,264,64.0,227.0,1173.322754,496.405762,4,4,156.0,66.0,1261.5635,1261.54925,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.206869,149,149,64.0,211.0,2900.38623,2900.38623,2,2,74.5,74.5,206.869,0.115,0.211164,0.206327,0.004837,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.223854,636,585,64.0,56.0,18940.916016,15688.796875,6,4,106.0,146.25,44.770801,73.747664,0.002696,0.001412,0.001284,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.240289,270,265,64.0,51.0,4494.587891,4428.001465,2,2,135.0,132.5,240.289,37.155,0.163598,0.161154,0.002444,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.983261,132,132,64.0,44.0,536.988647,536.988647,2,2,66.0,66.0,5143.9825,5144.0095,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.436152,254,408,64.0,49.0,2329.463135,3741.814697,2,2,127.0,204.0,436.152,275.012,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.436874,270,398,64.0,49.0,2472.108643,3644.071289,2,2,135.0,199.0,436.874,270.934,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.657996,1152,4820,64.0,35.0,13082.146484,54103.671875,15,13,76.800003,370.769226,46.999715,36.663832,0.217708,0.217234,0.000474,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.13602,66,198,64.0,43.0,0.0,7763.563965,1,3,66.0,66.0,0.0,272.0425,0.137263,0.136236,0.001027,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.162984,132,132,64.0,43.0,3239.581787,3239.581787,2,2,66.0,66.0,26.22,173.748,0.141289,0.136952,0.004337,samsung smartcam,00:16:6c:ab:6b:88,6,-1
25,0.037611,980,980,64.0,64.0,187604.6875,187604.6875,10,10,98.0,98.0,4.168556,4.162333,0.0,0.0,0.0,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.453371,298,393,64.0,212.0,3952.612793,5558.361816,4,5,74.5,78.599998,151.123672,174.008,0.225143,0.217029,0.008114,amazon echo,44:65:0d:56:cc:d3,2,-1
38,2.613888,270,270,64.0,49.0,550.903503,550.903503,3,3,90.0,90.0,1210.028,1209.6155,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.219729,183,177,100.0,36.0,3349.580566,3240.35498,2,2,91.5,88.5,4062.188,3953.7995,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.446844,270,398,64.0,49.0,2416.950928,3562.764648,2,2,135.0,199.0,446.844,275.584,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.438974,254,408,64.0,52.0,2314.487793,3717.76001,2,2,127.0,204.0,438.974,275.629,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
25,0.036273,980,980,64.0,64.0,194524.859375,194524.859375,10,10,98.0,98.0,4.019444,4.013111,0.0,0.0,0.0,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.442821,254,408,64.0,49.0,2294.380859,3685.462158,2,2,127.0,204.0,442.821,273.081,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.218675,183,177,100.0,35.0,3365.725342,3255.973389,2,2,91.5,88.5,3108.2735,2999.818,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.246253,149,149,64.0,213.0,2436.518555,2436.518555,2,2,74.5,74.5,0.113,255.126,0.221628,0.217156,0.004472,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.547882,636,651,64.0,56.0,7738.892578,7607.477051,6,5,106.0,130.199997,109.576398,136.39375,0.002441,0.001402,0.001039,samsung smartcam,00:16:6c:ab:6b:88,6,-1
38,0.006919,83,499,64.0,64.0,0.0,0.0,1,1,83.0,499.0,5004.521,5004.305,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,2.622976,3951,6975,64.0,208.0,11382.490234,19754.660156,18,14,219.5,498.214294,154.292703,182.177469,0.221075,0.205401,0.015674,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.431842,254,408,64.0,49.0,2352.712402,3779.159912,2,2,127.0,204.0,431.842,269.381,0.160567,0.15926,0.001307,samsung smartcam,00:16:6c:ab:6b:88,6,-1
25,0.038017,980,980,64.0,64.0,185601.171875,185601.171875,10,10,98.0,98.0,4.212556,4.207333,0.0,0.0,0.0,amazon echo,44:65:0d:56:cc:d3,2,-1
25,0.016256,490,490,64.0,56.0,192913.375,192913.375,5,5,98.0,98.0,3.724,3.67675,0.0,0.0,0.0,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.437134,270,398,64.0,49.0,2470.638428,3641.903809,2,2,135.0,199.0,437.134,274.208,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.208012,183,177,100.0,32.0,3538.257324,3422.879395,2,2,91.5,88.5,2707.955,2605.413,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
38,2.624838,270,270,64.0,48.0,548.605286,548.605286,3,3,90.0,90.0,1214.242,1214.0055,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.298195,272,140,64.0,55.0,5472.928711,1877.965698,4,2,68.0,70.0,99.398336,147.661,0.145839,0.143641,0.002198,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.565799,442,486,64.0,52.0,4171.092773,4581.132324,3,3,147.333328,162.0,219.7795,200.774,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.164778,254,270,64.0,49.0,6165.87207,6554.273438,2,2,127.0,135.0,164.778,3.581,0.183607,0.160328,0.023279,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,4.33826,780,330,64.0,223.0,1150.69165,486.831116,5,5,156.0,66.0,1212.50375,1212.49275,0.217131,0.215625,0.001506,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,4.143627,132,132,47.0,64.0,127.424591,127.424591,2,2,66.0,66.0,5159.938,5159.967,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
38,2.619086,270,270,64.0,46.0,549.81012,549.81012,3,3,90.0,90.0,1210.181,1209.803,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,1.693543,132,132,48.0,64.0,311.77243,311.77243,2,2,66.0,66.0,5105.4435,5105.4455,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.214145,636,585,64.0,56.0,19799.667969,16400.101562,6,4,106.0,146.25,42.829,69.774664,0.002438,0.001404,0.001034,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.216106,183,177,100.0,35.0,3405.736084,3294.679443,2,2,91.5,88.5,4066.414,3959.3345,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.436403,270,398,64.0,52.0,2474.776611,3648.00415,2,2,135.0,199.0,436.403,274.672,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,3.0987,624,264,64.0,226.0,511.182098,1208.248657,4,4,156.0,66.0,1005.23125,1005.272,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.460782,298,393,64.0,212.0,3889.040771,5468.963867,4,5,74.5,78.599998,153.594,174.285,0.229625,0.220578,0.009047,amazon echo,44:65:0d:56:cc:d3,2,2
37,4.332954,624,264,64.0,224.0,864.075684,365.570465,4,4,156.0,66.0,1292.51025,1292.5225,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,1
37,0.229758,183,123,100.0,32.0,3203.370605,0.0,2,1,91.5,123.0,4290.5505,8581.089,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,3
38,2.532227,270,270,64.0,48.0,568.669373,568.669373,3,3,90.0,90.0,1181.57,1181.1025,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.216921,183,177,100.0,32.0,3392.940186,3282.301025,2,2,91.5,88.5,4045.471,3937.409,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,2.371672,132,132,48.0,64.0,222.627762,222.627762,2,2,66.0,66.0,5112.0035,5112.0055,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,4.134754,468,198,64.0,224.0,255.396072,603.663452,3,3,156.0,66.0,1684.558375,1684.545375,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,1
37,0.155884,132,132,64.0,43.0,3387.134033,3387.134033,2,2,66.0,66.0,20.291,165.235,0.136819,0.135813,0.001006,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,4.168879,624,330,64.0,224.0,898.08313,506.610992,4,5,156.0,66.0,1042.21425,955.431,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,4.334057,780,330,64.0,224.0,1151.807739,487.303253,5,5,156.0,66.0,1007.588375,1007.590375,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,1
37,0.223619,636,585,64.0,56.0,18960.822266,15705.28418,6,4,106.0,146.25,44.723801,73.624,0.002337,0.00136,0.000977,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,4.274537,780,330,64.0,224.0,1167.845703,494.088593,5,5,156.0,66.0,1914.575,1914.59925,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.217843,183,123,100.0,32.0,3378.580078,0.0,2,1,91.5,123.0,1469.2805,2938.552,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.437437,254,408,64.0,51.0,2322.620117,3730.822998,2,2,127.0,204.0,437.437,274.141,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.225701,714,659,64.0,56.0,21692.416016,18715.025391,7,5,102.0,131.800003,37.616832,53.8515,0.009911,0.001403,0.008508,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,2.468336,132,132,64.0,47.0,213.909286,213.909286,2,2,66.0,66.0,5150.443,5150.4275,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,4
37,0.438626,270,398,64.0,49.0,2462.234375,3629.515869,2,2,135.0,199.0,438.626,275.578,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.304295,272,140,64.0,55.0,5363.216797,1840.319458,4,2,68.0,70.0,101.431664,152.119,0.151758,0.143652,0.008106,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.43898,270,398,64.0,49.0,2460.248779,3626.588867,2,2,135.0,199.0,438.98,274.13,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,2.93225,132,132,47.0,64.0,180.066498,180.066498,2,2,66.0,66.0,5160.04,5159.9165,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,4
37,0.211985,636,585,64.0,56.0,20001.414062,16567.208984,6,4,106.0,146.25,42.397,69.001336,0.00251,0.001452,0.001058,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.514581,442,486,64.0,52.0,4586.255371,5037.107422,3,3,147.333328,162.0,219.195,175.6,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.440213,254,408,64.0,51.0,2307.973633,3707.296387,2,2,127.0,204.0,440.213,275.466,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.162787,254,270,64.0,49.0,6241.28418,6634.436035,2,2,127.0,135.0,162.787,2.516,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.157387,132,132,64.0,45.0,3354.787842,3354.787842,2,2,66.0,66.0,16.104,162.444,0.142867,0.141441,0.001426,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,3.328142,624,264,64.0,224.0,1124.952026,475.941254,4,4,156.0,66.0,1037.19375,1037.19175,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.237461,149,149,64.0,210.0,2526.730713,2526.730713,2,2,74.5,74.5,0.689,243.409,0.213809,0.205225,0.008584,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.434496,270,398,64.0,49.0,2485.638672,3664.015381,2,2,135.0,199.0,434.496,270.857,0.167617,0.160311,0.007306,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.42608,132,132,44.0,64.0,1239.203979,1239.203979,2,2,66.0,66.0,5135.3095,150.484,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,1.666055,132,132,64.0,47.0,316.916321,316.916321,2,2,66.0,66.0,5160.024,5160.025,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.231389,636,585,64.0,56.0,18324.121094,15177.904297,6,4,106.0,146.25,46.277801,75.63,0.003042,0.001531,0.001511,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.438538,270,398,64.0,52.0,2462.728271,3630.243896,2,2,135.0,199.0,438.538,273.11,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.551814,474,476,64.0,52.0,4581.253906,4610.249023,3,3,158.0,158.666672,218.7735,194.7885,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.23734,636,585,64.0,56.0,17864.666016,14797.336914,6,4,106.0,146.25,47.468,77.171336,0.002652,0.001452,0.0012,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,4.315739,132,132,64.0,47.0,122.342888,122.342888,2,2,66.0,66.0,5150.3695,5150.3965,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
38,2.642764,270,270,64.0,49.0,544.884033,544.884033,3,3,90.0,90.0,1220.0145,1219.597,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.162767,132,132,64.0,45.0,3243.900879,3243.900879,2,2,66.0,66.0,20.817,166.392,0.144962,0.142188,0.002774,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.466194,882,4478,64.0,32.0,13762.510742,68314.90625,11,9,80.181816,497.555542,46.619398,31.29275,0.215908,0.215313,0.000595,insteon camera,00:62:6e:51:27:2e,5,-1
38,2.534685,270,270,64.0,51.0,568.117981,568.117981,3,3,90.0,90.0,1180.081,1179.775,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,5
37,0.434027,254,408,64.0,52.0,2340.868164,3760.134766,2,2,127.0,204.0,434.027,268.433,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,4.782627,132,132,64.0,47.0,110.399574,110.399574,2,2,66.0,66.0,5150.5215,5150.5775,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,4
38,2.620817,270,270,64.0,48.0,549.447021,549.447021,3,3,90.0,90.0,1211.565,1211.3025,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
38,0.036177,301,684,64.0,64.0,0.0,75628.164062,1,2,301.0,342.0,0.0,2.891,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,5
37,0.496714,132,132,48.0,64.0,1062.985962,1062.985962,2,2,66.0,66.0,5112.008,5111.968,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,4
37,0.697209,244,298,64.0,214.0,1870.314331,2570.248047,3,4,81.333336,74.5,348.6045,159.382328,0.0,0.0,0.0,amazon echo,44:65:0d:56:cc:d3,2,2
37,0.160862,132,132,64.0,43.0,3282.31665,3282.31665,2,2,66.0,66.0,25.083,169.831,0.137048,0.135933,0.001115,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,1.329231,132,132,47.0,64.0,397.222137,397.222137,2,2,66.0,66.0,5160.005,5160.004,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.210337,270,265,64.0,51.0,5134.617188,5058.548828,2,2,135.0,132.5,210.337,8.118,0.163598,0.161154,0.002444,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,4.347555,780,330,64.0,226.0,1148.231567,485.790283,5,5,156.0,66.0,1030.776375,1030.778812,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.228531,254,270,64.0,49.0,4445.786133,4725.835938,2,2,127.0,135.0,228.531,31.205,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.211869,636,585,64.0,56.0,20012.365234,16576.28125,6,4,106.0,146.25,42.373801,69.782336,0.002508,0.001412,0.001096,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.144829,132,132,64.0,45.0,3645.678467,3645.678467,2,2,66.0,66.0,3.532,150.643,0.142691,0.14153,0.001161,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.431499,270,398,64.0,49.0,2502.902588,3689.463867,2,2,135.0,199.0,431.499,268.094,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
25,0.01903,490,490,64.0,56.0,164792.4375,164792.4375,5,5,98.0,98.0,4.5165,4.4705,0.0,0.0,0.0,amazon echo,44:65:0d:56:cc:d3,2,2
37,4.355244,1130,536,64.0,224.0,1779.923218,844.958374,7,7,161.428574,76.571426,722.751688,722.673125,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.304152,272,140,64.0,55.0,5365.737793,1841.18457,4,2,68.0,70.0,101.384,151.609,0.151722,0.143625,0.008097,amazon echo,44:65:0d:56:cc:d3,2,-1
37,4.188081,132,132,64.0,44.0,126.072067,126.072067,2,2,66.0,66.0,5143.9805,5144.0035,0.272967,0.272549,0.000418,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.556231,474,476,64.0,52.0,4544.874023,4573.63916,3,3,158.0,158.666672,219.3645,197.017,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.44913,270,398,64.0,49.0,2404.648926,3544.630859,2,2,135.0,199.0,449.13,275.459,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,3.888005,132,132,64.0,44.0,135.802292,135.802292,2,2,66.0,66.0,5135.4375,5135.4845,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.432639,254,408,64.0,52.0,2348.378174,3772.197998,2,2,127.0,204.0,432.639,268.704,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.236068,149,149,64.0,210.0,2541.640625,2541.640625,2,2,74.5,74.5,0.122,261.245,0.211873,0.205194,0.006679,amazon echo,44:65:0d:56:cc:d3,2,2
37,0.271636,714,659,64.0,56.0,18024.119141,15550.220703,7,5,102.0,131.800003,45.272668,63.42275,0.01891,0.016962,0.001948,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.298838,272,140,64.0,55.0,5461.152832,1873.925049,4,2,68.0,70.0,99.612664,146.284,0.145825,0.143626,0.002199,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.438652,254,408,64.0,52.0,2316.186768,3720.489014,2,2,127.0,204.0,438.652,273.775,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.229221,636,585,64.0,56.0,18497.431641,15321.458008,6,4,106.0,146.25,45.844199,75.522336,0.003577,0.001505,0.002072,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,2.247775,132,132,64.0,47.0,234.898941,234.898941,2,2,66.0,66.0,5159.9835,5160.003,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.431886,254,408,64.0,49.0,2352.472656,3778.775146,2,2,127.0,204.0,431.886,268.099,0.183607,0.160328,0.023279,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.162579,254,270,64.0,49.0,6249.269531,6642.924316,2,2,127.0,135.0,162.579,2.384,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.530113,816,4406,64.0,35.0,11091.975586,58191.367188,10,8,81.599998,550.75,58.901445,46.13057,0.207262,0.206754,0.000508,insteon camera,00:62:6e:51:27:2e,5,-1
38,0.006697,83,499,64.0,64.0,0.0,0.0,1,1,83.0,499.0,5005.074,5010.038,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
38,2.461723,270,180,64.0,49.0,584.956116,292.478058,3,2,90.0,90.0,1230.8615,1199.099,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,5
37,1.829639,132,132,64.0,47.0,288.581512,288.581512,2,2,66.0,66.0,5159.9985,5160.0015,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.538225,442,486,64.0,49.0,4384.783203,4815.830078,3,3,147.333328,162.0,216.291,188.423,0.160567,0.15926,0.001307,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,0.435449,270,398,64.0,49.0,2480.198486,3655.996338,2,2,135.0,199.0,435.449,268.576,0.167617,0.160311,0.007306,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.43967,254,408,64.0,52.0,2310.823975,3711.874756,2,2,127.0,204.0,439.67,275.288,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.210573,254,270,64.0,52.0,4824.930176,5128.862793,2,2,127.0,135.0,210.573,11.892,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
38,2.496316,270,270,64.0,52.0,576.850037,576.850037,3,3,90.0,90.0,1169.942,1169.7275,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.475763,270,398,64.0,49.0,2270.037842,3346.203857,2,2,135.0,199.0,475.763,275.221,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.218191,183,177,100.0,32.0,3373.191406,3263.196045,2,2,91.5,88.5,3263.3235,3155.1915,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,3
37,0.431178,254,408,64.0,49.0,2356.335449,3784.979736,2,2,127.0,204.0,431.178,269.056,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.436341,254,408,64.0,52.0,2328.454102,3740.194092,2,2,127.0,204.0,436.341,271.616,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
37,4.961768,66,132,44.0,64.0,0.0,106.413681,1,2,66.0,66.0,5033.748,5135.4075,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.436496,270,398,64.0,49.0,2474.249512,3647.227051,2,2,135.0,199.0,436.496,273.18,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.235984,149,149,64.0,210.0,2542.545166,2542.545166,2,2,74.5,74.5,0.118,249.59,0.208273,0.204759,0.003514,amazon echo,44:65:0d:56:cc:d3,2,-1
38,4.996683,166,683,64.0,64.0,132.888153,547.563232,2,2,83.0,341.5,4996.366,4987.819,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.625857,1212,4897,64.0,35.0,14533.671875,58134.6875,16,14,75.75,349.785706,41.723801,32.207539,0.206868,0.206405,0.000463,insteon camera,00:62:6e:51:27:2e,5,5
38,2.647792,270,270,64.0,46.0,543.849365,543.849365,3,3,90.0,90.0,1220.7075,1220.4025,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.257371,149,149,64.0,211.0,2331.264893,2331.264893,2,2,74.5,74.5,257.371,0.132,0.210363,0.206371,0.003992,amazon echo,44:65:0d:56:cc:d3,2,2
37,0.215375,183,177,100.0,35.0,3417.29541,3305.861816,2,2,91.5,88.5,4066.0855,3959.0635,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.252526,149,149,64.0,208.0,2375.993164,2375.993164,2,2,74.5,74.5,252.526,0.113,0.210663,0.205567,0.005096,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.324699,636,585,64.0,56.0,13058.24707,10816.170898,6,4,106.0,146.25,64.939801,102.788336,0.017568,0.015001,0.002567,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.431357,270,398,64.0,52.0,2503.726562,3690.678467,2,2,135.0,199.0,431.357,269.355,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,-1
37,0.433155,270,398,64.0,49.0,2493.33374,3675.358643,2,2,135.0,199.0,433.155,269.879,0.0,0.0,0.0,samsung smartcam,00:16:6c:ab:6b:88,6,6
