dur,proto,sbytes,dbytes,sttl,dttl,sload,dload,spkts,dpkts,smean,dmean,sinpkt,dinpkt,tcprtt,synack,ackdat,ct_src_ltm,ct_dst_ltm,ct_dst_src_ltm,label
0.018517,113,3302,35742,31,29,1400226.75,15166171.0,54,56,61,638,0.34317,0.326782,0.000685,0.00054,0.000145,8,2,1,0
0.093883,114,3728,5474,31,29,307787.3438,447024.5,32,24,117,228,3.028484,4.048783,0.000762,0.00062,0.000142,4,1,1,0
3e-06,119,114,0,254,0,152000000.0,0.0,2,0,57,0,0.003,0.0,0.0,0.0,0.0,9,8,20,1
0.030937,114,2646,25418,31,29,667938.0625,6423635.5,42,44,63,578,0.746902,0.704884,0.000711,0.000617,9.4e-05,8,7,4,0
0.00509,113,4624,2456,31,29,6865226.0,3646365.25,18,18,257,136,0.279941,0.271824,0.000588,0.000466,0.000122,7,8,3,0
0.216763,113,3728,5578,31,29,133306.875,197967.3594,32,26,117,215,6.992355,8.63936,0.000801,0.00065,0.000151,1,1,2,0
9e-06,119,264,0,60,0,117333328.0,0.0,2,0,132,0,0.009,0.0,0.0,0.0,0.0,23,23,23,0
0.018838,113,2646,25564,31,29,1096931.75,10609619.0,42,44,63,581,0.451756,0.424953,0.000722,0.000562,0.00016,7,1,1,0
0.039988,114,7812,15188,31,29,1550065.0,3014504.25,122,126,64,121,0.325175,0.315936,0.000623,0.000491,0.000132,5,3,1,0
0.004293,113,1470,1728,31,29,2616352.25,2990915.5,22,14,67,123,0.204429,0.272846,0.000731,0.000618,0.000113,6,6,5,0
0.008931,113,2230,15228,31,29,1939312.5,13261673.0,34,36,66,423,0.261273,0.245147,0.000714,0.000587,0.000127,3,4,4,0
9e-06,119,114,0,254,0,50666664.0,0.0,2,0,57,0,0.009,0.0,0.0,0.0,0.0,11,11,35,1
0.457818,113,37168,3380,31,29,637004.25,57664.83594,52,42,715,80,9.336183,11.154,0.000654,0.000501,0.000153,1,3,1,0
8e-06,119,114,0,254,0,57000000.0,0.0,2,0,57,0,0.008,0.0,0.0,0.0,0.0,16,17,18,1
1.1e-05,120,114,0,254,0,41454544.0,0.0,2,0,57,0,0.011,0.0,0.0,0.0,0.0,7,7,7,1
4e-06,119,114,0,254,0,114000000.0,0.0,2,0,57,0,0.004,0.0,0.0,0.0,0.0,18,18,24,1
5e-06,119,114,0,254,0,91200000.0,0.0,2,0,57,0,0.005,0.0,0.0,0.0,0.0,2,2,14,1
1.16973,113,18578,1087890,31,29,126695.9063,7430310.0,348,746,53,1458,3.370112,1.569334,0.000727,0.000571,0.000156,2,2,1,0
0.036052,119,544,304,31,29,90535.89063,50593.58594,4,4,136,76,6.671333,7.985667,0.0,0.0,0.0,6,3,3,0
0.001098,119,146,178,31,29,531876.125,648451.75,2,2,73,89,0.011,0.008,0.0,0.0,0.0,1,2,1,0
0.009325,114,2024,4312,31,29,1664343.125,3545737.0,24,24,84,180,0.390609,0.379609,0.00071,0.000587,0.000123,5,2,1,0
0.00107,120,146,178,31,29,545794.375,665420.5625,2,2,73,89,0.011,0.009,0.0,0.0,0.0,5,4,1,0
1.376978,113,1106,814,254,252,5891.161621,4258.601074,12,10,92,81,122.703631,141.300563,0.153938,0.105264,0.048674,1,1,1,0
0.012367,114,2438,20826,31,29,1535699.875,13135603.0,38,40,64,521,0.325351,0.303077,0.000677,0.000542,0.000135,2,3,1,0
0.00184,120,512,304,31,29,1669565.125,991304.3125,4,4,128,76,0.466,0.237,0.0,0.0,0.0,5,7,4,0
0.135177,114,320,1942,31,29,15801.50488,100608.8281,6,8,53,243,26.963,19.236857,0.000652,0.000515,0.000137,5,3,1,0
0.004013,114,1060,824,31,29,1849987.5,1479192.625,8,10,133,82,0.520857,0.387,0.000667,0.000522,0.000145,10,1,1,0
0.079842,113,3806,50952,31,29,375441.5,5027930.0,64,66,59,772,1.262365,1.194585,0.002366,0.002191,0.000175,10,2,1,0
1.213859,113,1684,10168,31,29,10307.62207,63295.65625,14,18,120,565,93.345387,71.370882,0.000686,0.00055,0.000136,1,2,1,0
0.046634,113,2856,64718,31,29,477763.0,10934168.0,40,66,71,981,1.181051,0.709077,0.000679,0.000541,0.000138,9,6,6,0
6e-06,119,114,0,254,0,76000000.0,0.0,2,0,57,0,0.006,0.0,0.0,0.0,0.0,16,16,37,1
2.167876,113,7806,16008,31,29,28573.58984,58604.82813,122,126,64,127,17.913414,17.339152,0.000602,0.000477,0.000125,2,1,1,0
0.038911,114,2766,28048,31,29,555935.3125,5641387.0,44,46,63,610,0.897209,0.851089,0.000771,0.000609,0.000162,3,2,1,0
0.027756,113,3302,35742,31,29,934140.375,10117884.0,54,56,61,638,0.516962,0.489091,0.001014,0.000853,0.000161,3,3,1,0
9e-06,119,114,0,254,0,50666664.0,0.0,2,0,57,0,0.009,0.0,0.0,0.0,0.0,11,11,39,1
1.033733,114,1580,10168,31,29,11213.72754,74324.79688,12,18,132,565,93.942997,60.774707,0.000714,0.000558,0.000156,2,1,1,0
0.804683,113,652,268,254,252,5835.838379,2226.963867,10,6,65,45,84.133333,148.838,0.158948,0.060484,0.098464,1,1,2,0
0.000974,119,146,178,31,29,599589.3125,731006.125,2,2,73,89,0.001,0.005,0.0,0.0,0.0,5,3,2,0
0.004827,119,568,312,31,29,706028.5625,387818.5,4,4,142,78,1.257333,1.115667,0.0,0.0,0.0,4,6,3,0
0.093021,114,3286,39846,31,29,277442.7188,3366723.75,54,57,61,699,1.744566,1.652091,0.002286,0.002152,0.000134,7,3,1,0
0.036392,114,2542,23508,31,29,544954.9375,5044845.0,40,42,64,560,0.924154,0.867341,0.000951,0.000824,0.000127,4,5,3,0
1.867875,113,7814,15134,31,29,33192.80078,64304.08984,122,126,64,120,15.434157,14.939384,0.00059,0.000448,0.000142,4,4,2,0
0.005474,113,1958,2308,31,29,2731458.0,3232736.75,22,24,89,96,0.244476,0.213043,0.000704,0.000565,0.000139,1,1,1,0
2e-06,119,264,0,60,0,528000000.0,0.0,2,0,132,0,0.002,0.0,0.0,0.0,0.0,37,37,37,0
0.038865,114,3614,43716,31,29,731557.9375,8853416.0,60,62,60,705,0.652847,0.61923,0.001209,0.001083,0.000126,4,1,1,0
0.034104,114,3806,55844,31,29,878958.4375,12901243.0,64,66,59,846,0.518159,0.513723,0.000832,0.000702,0.00013,2,3,1,0
0.001052,120,146,178,31,29,555133.0625,676806.125,2,2,73,89,0.01,0.008,0.0,0.0,0.0,3,1,1,0
3e-06,119,114,0,254,0,152000000.0,0.0,2,0,57,0,0.003,0.0,0.0,0.0,0.0,22,22,28,1
0.023874,114,5928,8010,31,29,1954595.0,2637848.75,62,58,96,138,0.391377,0.384036,0.002485,0.002227,0.000258,1,2,1,0
0.034304,119,568,312,31,29,99347.01563,54570.89453,4,4,142,78,6.342667,10.939667,0.0,0.0,0.0,4,4,3,0
0.055916,113,4550,71834,31,29,642678.3125,10149081.0,78,80,58,898,0.722221,0.699734,0.000748,0.000605,0.000143,12,2,4,0
0.328135,113,4632,2976,31,29,108906.3906,69971.19531,28,28,165,106,12.141667,12.135667,0.000592,0.000467,0.000125,3,5,5,0
0.21177,113,3728,5474,31,29,136449.9219,198177.2656,32,24,117,228,6.83129,9.174826,0.000751,0.000621,0.00013,4,4,3,0
0.001029,119,146,178,31,29,567541.3125,691933.875,2,2,73,89,0.002,0.009,0.0,0.0,0.0,3,3,1,0
9e-06,119,114,0,254,0,50666664.0,0.0,2,0,57,0,0.009,0.0,0.0,0.0,0.0,7,7,29,1
1.255233,113,1684,10168,31,29,9967.870117,61209.35156,14,18,120,565,96.529077,73.804941,0.000699,0.000544,0.000155,4,1,1,0
0.732215,113,5000,3080,31,29,52683.98047,32536.89258,28,30,179,103,27.108296,25.229275,0.000711,0.000561,0.00015,2,2,1,0
0.001013,119,130,162,31,29,513326.75,639684.0625,2,2,65,81,0.009,0.007,0.0,0.0,0.0,3,2,1,0
0.209166,120,568,304,31,29,16293.27832,8720.34668,4,4,142,76,55.006332,64.603332,0.0,0.0,0.0,5,5,2,0
8e-06,119,114,0,254,0,57000000.0,0.0,2,0,57,0,0.008,0.0,0.0,0.0,0.0,21,21,21,1
8e-06,119,264,0,60,0,132000000.0,0.0,2,0,132,0,0.008,0.0,0.0,0.0,0.0,10,10,10,0
8e-06,119,114,0,254,0,57000000.0,0.0,2,0,57,0,0.008,0.0,0.0,0.0,0.0,18,18,28,1
4e-06,119,264,0,60,0,264000000.0,0.0,2,0,132,0,0.004,0.0,0.0,0.0,0.0,7,7,10,0
1.580033,114,3744,19084,31,29,18561.63867,94767.64063,48,52,78,367,33.610062,30.96904,0.000769,0.000601,0.000168,5,3,2,0
0.001014,119,146,178,31,29,575936.875,702169.625,2,2,73,89,0.009,0.007,0.0,0.0,0.0,1,1,2,0
0.024976,113,2990,33818,31,29,937860.3125,10615631.0,48,50,62,676,0.547756,0.487449,0.001227,0.001081,0.000146,4,1,1,0
0.548471,113,2024,4312,31,29,28296.84766,60283.95703,24,24,84,180,23.830826,23.822131,0.000685,0.000559,0.000126,6,1,1,0
0.005056,113,2158,1918,31,29,3273734.25,2884493.75,24,20,90,96,0.219826,0.229105,0.000716,0.000574,0.000142,5,1,1,0
0.001085,119,146,178,31,29,538248.875,656221.1875,2,2,73,89,0.009,0.007,0.0,0.0,0.0,3,2,1,0
0.018898,114,2230,13288,31,29,916499.125,5468939.0,34,36,66,369,0.563545,0.508486,0.001332,0.001091,0.000241,4,3,2,0
0.000939,119,146,178,31,29,621938.25,758253.5,2,2,73,89,0.002,0.008,0.0,0.0,0.0,2,2,1,0
0.01592,113,2646,26176,31,29,1297989.875,12855276.0,42,44,63,595,0.380854,0.363643,0.000766,0.000638,0.000128,2,2,2,0
0.15983,113,4862,81270,31,29,240505.5313,4020521.75,84,86,58,945,1.921916,1.871706,0.000866,0.000731,0.000135,4,2,1,0
0.790383,113,7818,14956,31,29,78483.46875,150185.4219,122,126,64,119,6.639109,6.318728,0.000706,0.000539,0.000167,4,4,1,0
0.37937,114,3240,1836,31,29,64528.03125,36692.41016,18,19,180,97,22.298294,21.05,0.000573,0.000467,0.000106,4,6,1,0
5e-06,119,114,0,254,0,91200000.0,0.0,2,0,57,0,0.005,0.0,0.0,0.0,0.0,15,14,14,1
9e-06,119,114,0,254,0,50666664.0,0.0,2,0,57,0,0.009,0.0,0.0,0.0,0.0,35,35,35,1
0.045654,113,3182,36578,31,29,546896.25,6290971.5,52,54,61,677,0.88798,0.864231,0.000847,0.000704,0.000143,5,3,2,0
0.780007,113,7812,15224,31,29,79465.95313,154911.4219,122,126,64,121,6.443479,6.236064,0.00062,0.000495,0.000125,4,1,1,0
4e-06,119,114,0,254,0,114000000.0,0.0,2,0,57,0,0.004,0.0,0.0,0.0,0.0,7,10,18,1
0.397854,113,320,1934,31,29,5368.803711,34042.64063,6,8,53,242,79.507,56.537145,0.002245,0.002093,0.000152,2,2,1,0
0.001059,120,146,178,31,29,551463.625,672332.375,2,2,73,89,0.01,0.008,0.0,0.0,0.0,4,3,2,0
9e-06,119,114,0,254,0,50666664.0,0.0,2,0,57,0,0.009,0.0,0.0,0.0,0.0,14,14,30,1
0.019612,113,2974,31328,31,29,1188252.125,12523761.0,48,50,62,627,0.409851,0.388551,0.000714,0.00057,0.000144,8,7,2,0
9e-06,119,114,0,254,0,50666664.0,0.0,2,0,57,0,0.009,0.0,0.0,0.0,0.0,44,44,44,1
2e-06,119,264,0,60,0,528000000.0,0.0,2,0,132,0,0.002,0.0,0.0,0.0,0.0,18,18,18,0
0.160031,114,4862,79236,31,29,240203.4531,3914991.25,84,86,58,921,1.923867,1.876024,0.000721,0.000563,0.000158,4,1,1,0
0.029024,114,4014,60268,31,29,1090132.375,16374863.0,68,70,59,861,0.428119,0.411159,0.000796,0.000644,0.000152,5,3,2,0
1.000844,113,38120,3484,31,29,299067.5938,27217.0293,54,44,706,79,18.877435,23.263232,0.000644,0.000522,0.000122,8,4,1,0
9e-06,119,114,0,254,0,50666664.0,0.0,2,0,57,0,0.009,0.0,0.0,0.0,0.0,17,17,33,1
0.324413,114,8928,320,31,29,204455.4375,6584.199707,14,6,638,53,24.954847,64.739602,0.000683,0.000557,0.000126,6,4,3,0
5e-06,119,114,0,254,0,91200000.0,0.0,2,0,57,0,0.005,0.0,0.0,0.0,0.0,18,18,29,1
0.029333,113,37288,3380,31,29,9974023.0,900010.25,52,42,717,80,0.591612,0.70339,0.000605,0.000493,0.000112,2,1,2,0
0.006183,113,3728,5474,31,29,4673459.5,6787643.5,32,24,117,228,0.213207,0.235565,0.000763,0.000642,0.000121,3,1,1,0
0.138319,120,568,312,31,29,24638.69727,13533.93262,4,4,142,78,40.983668,28.663334,0.0,0.0,0.0,6,5,2,0
0.00097,119,130,162,31,29,536082.5,668041.25,2,2,65,81,0.007,0.002,0.0,0.0,0.0,7,4,1,0
0.038891,113,4238,65288,31,29,859839.0625,13248515.0,72,74,59,882,0.550943,0.52463,0.000728,0.000584,0.000144,3,6,3,0
1.139113,113,1684,10168,31,29,10983.98535,67448.97656,14,18,120,565,87.597849,66.978941,0.000594,0.000467,0.000127,2,4,1,0
0.223272,113,8928,320,31,29,297072.625,9566.806641,14,6,638,53,17.174769,44.516,0.000695,0.000561,0.000134,6,5,4,0
9e-06,119,114,0,254,0,50666664.0,0.0,2,0,57,0,0.009,0.0,0.0,0.0,0.0,30,25,32,1
4e-06,119,114,0,254,0,114000000.0,0.0,2,0,57,0,0.004,0.0,0.0,0.0,0.0,13,13,29,1
7e-06,119,264,0,60,0,150857136.0,0.0,2,0,132,0,0.007,0.0,0.0,0.0,0.0,12,12,32,0
0.017053,113,2974,33842,31,29,1366563.0,15559021.0,48,50,62,677,0.356,0.335816,0.000712,0.000589,0.000123,2,2,2,0
0.016254,113,2974,30814,31,29,1433739.375,14863049.0,48,50,62,616,0.338085,0.321816,0.000608,0.000481,0.000127,5,2,2,0
0.013138,114,1060,824,31,29,565078.375,451819.1563,8,10,133,82,1.825714,1.402333,0.000596,0.000513,8.3e-05,5,6,1,0
6e-06,119,114,0,254,0,76000000.0,0.0,2,0,57,0,0.006,0.0,0.0,0.0,0.0,10,10,31,1
9e-06,119,114,0,254,0,50666664.0,0.0,2,0,57,0,0.009,0.0,0.0,0.0,0.0,20,19,19,1
0.117563,113,4654,70312,31,29,312751.4688,4724888.0,80,80,58,879,1.502795,1.480924,0.000696,0.000567,0.000129,2,1,1,0
1.005619,113,1580,10168,31,29,11527.22754,76402.6875,12,18,132,565,91.388366,59.119117,0.000729,0.000589,0.00014,1,2,1,0
6e-06,119,114,0,254,0,76000000.0,0.0,2,0,57,0,0.006,0.0,0.0,0.0,0.0,18,17,25,1
1.005886,114,1684,10168,31,29,12438.78613,76382.41406,14,18,120,565,77.348846,59.137941,0.000657,0.000513,0.000144,1,1,1,0
0.27257,114,4408,2768,31,29,124004.8359,77866.23438,24,24,184,115,11.837435,11.828087,0.000653,0.00052,0.000133,5,5,3,0
2.505761,113,12472,12820,31,29,39250.35156,40272.0,70,62,178,207,36.315377,41.06613,0.000743,0.000598,0.000145,2,2,1,0
0.005278,119,568,312,31,29,645699.125,354679.7813,4,4,142,78,1.426667,1.299667,0.0,0.0,0.0,1,2,1,0
1e-05,119,264,0,60,0,105600000.0,0.0,2,0,132,0,0.01,0.0,0.0,0.0,0.0,18,18,39,0
0.031364,113,2542,23154,31,29,632317.25,5765336.0,40,42,64,551,0.816395,0.76985,0.00071,0.000564,0.000146,4,1,1,0
3.878108,113,922,790,254,252,1784.375244,1514.140381,16,14,58,56,256.335279,291.698375,0.192842,0.086025,0.106817,1,1,1,0
1e-06,119,114,0,254,0,456000000.0,0.0,2,0,57,0,0.001,0.0,0.0,0.0,0.0,34,34,39,1
0.455988,113,37182,3380,31,29,639788.75,57896.26172,52,42,715,80,9.297633,11.108098,0.000682,0.000551,0.000131,3,3,6,0
0.00105,120,146,178,31,29,556190.5,678095.25,2,2,73,89,0.008,0.008,0.0,0.0,0.0,17,8,7,0
7.935873,113,25264,1094788,31,29,25411.69727,1102349.25,450,858,56,1276,17.673861,9.270293,0.000619,0.0005,0.000119,1,7,4,0
0.341399,113,4544,3080,31,29,102683.3672,69783.44531,28,30,162,103,12.632741,11.753759,0.000661,0.000537,0.000124,3,6,3,0
30.986143,6,184,112,0,0,35.62883,21.687113,4,4,46,28,15516.396,15516.396,0.0,0.0,0.0,2,2,2,0
0.044268,113,2958,32650,31,29,523538.4375,5782416.0,48,50,62,653,0.954935,0.893571,0.000612,0.00048,0.000132,3,5,2,0
8e-06,119,114,0,254,0,57000000.0,0.0,2,0,57,0,0.008,0.0,0.0,0.0,0.0,17,17,17,1
4e-06,119,114,0,254,0,114000000.0,0.0,2,0,57,0,0.004,0.0,0.0,0.0,0.0,10,9,30,1
0.001103,120,146,178,31,29,529465.0625,645512.25,2,2,73,89,0.011,0.008,0.0,0.0,0.0,9,2,1,0
9e-06,119,264,0,60,0,117333328.0,0.0,2,0,132,0,0.009,0.0,0.0,0.0,0.0,28,28,44,0
0.004139,113,1036,2262,31,29,1836192.25,4008697.75,12,12,86,189,0.344818,0.321455,0.00076,0.000594,0.000166,2,7,1,0
1.840968,114,7816,15940,31,29,33686.625,68720.36719,122,126,64,127,15.211711,14.723392,0.000673,0.000539,0.000134,4,2,1,0
0.002797,119,130,162,31,29,185913.4688,231676.7813,2,2,65,81,0.009,0.004,0.0,0.0,0.0,1,4,1,0
0.018608,113,1540,1644,31,29,620808.25,667669.8125,16,18,96,91,1.219467,1.066588,0.000602,0.000472,0.00013,13,6,5,0
0.664794,114,37210,3276,31,29,439173.625,38448.0,52,40,716,82,13.028432,17.034,0.000619,0.000464,0.000155,1,3,1,0
0.001713,119,528,304,31,29,1849387.0,1064798.625,4,4,132,76,0.443667,0.209667,0.0,0.0,0.0,2,3,1,0
0.002911,114,320,1816,31,29,733768.4375,4366884.0,6,8,53,227,0.5184,0.339143,0.000655,0.000533,0.000122,9,5,5,0
0.001098,120,146,178,31,29,531876.125,648451.75,2,2,73,89,0.011,0.009,0.0,0.0,0.0,5,1,1,0
0.063982,114,2750,27730,31,29,336094.5,3391953.75,44,46,63,603,1.480093,1.408356,0.000738,0.000595,0.000143,5,4,1,0
0.025037,114,2854,31142,31,29,892119.6875,9743659.0,46,48,62,649,0.546511,0.521234,0.000682,0.000536,0.000146,3,3,1,0
7e-06,119,264,0,60,0,150857136.0,0.0,2,0,132,0,0.007,0.0,0.0,0.0,0.0,10,10,33,0
0.598978,113,12726,548216,31,29,169208.2188,7305310.5,220,438,58,1252,2.733671,1.369533,0.000632,0.000489,0.000143,2,5,7,0
0.018204,114,2048,2410,31,29,862667.5625,1018677.25,24,26,85,93,0.773609,0.70284,0.000777,0.000623,0.000154,1,1,1,0
0.183904,113,5486,95318,31,29,236166.6875,4104141.25,96,98,57,973,1.95317,1.889505,0.000752,0.000613,0.000139,4,1,2,0
0.006496,119,520,304,31,29,480295.5625,280788.1875,4,4,130,76,2.033,1.440667,0.0,0.0,0.0,3,5,3,0
6e-06,119,114,0,254,0,76000000.0,0.0,2,0,57,0,0.006,0.0,0.0,0.0,0.0,17,16,34,1
4e-06,119,114,0,254,0,114000000.0,0.0,2,0,57,0,0.004,0.0,0.0,0.0,0.0,10,10,33,1
1e-06,119,114,0,254,0,456000000.0,0.0,2,0,57,0,0.001,0.0,0.0,0.0,0.0,19,18,34,1
0.045091,113,2158,2464,31,29,367079.9063,419063.6875,24,24,90,103,2.034182,1.936957,0.000675,0.000538,0.000137,2,3,1,0
6e-06,119,114,0,254,0,76000000.0,0.0,2,0,57,0,0.006,0.0,0.0,0.0,0.0,7,7,42,1
0.00486,119,568,320,31,29,701234.5625,395061.7188,4,4,142,80,1.260333,1.123333,0.0,0.0,0.0,7,4,6,0
0.001117,119,146,178,31,29,522829.0,637421.6875,2,2,73,89,0.011,0.001,0.0,0.0,0.0,1,3,1,0
2.960572,113,13454,548216,31,29,36201.11328,1477998.125,234,438,57,1252,12.703747,6.773456,0.00071,0.000562,0.000148,4,2,2,0
0.775766,113,7814,15134,31,29,79921.00781,154830.1875,122,126,64,120,6.408529,6.201912,0.00066,0.000521,0.000139,2,3,2,0
7e-06,119,114,0,254,0,65142856.0,0.0,2,0,57,0,0.007,0.0,0.0,0.0,0.0,17,17,25,1
1.1e-05,120,114,0,254,0,41454544.0,0.0,2,0,57,0,0.011,0.0,0.0,0.0,0.0,4,4,4,1
0.278117,114,8928,320,31,29,238489.5625,7680.220703,14,6,638,53,21.393615,55.502398,0.000609,0.000467,0.000142,2,3,2,0
0.96133,114,8928,320,31,29,68996.07813,2221.921631,14,6,638,53,73.948459,192.133406,0.000673,0.000528,0.000145,2,1,1,0
0.005658,113,1958,2308,31,29,2642630.0,3127607.0,22,24,89,96,0.253286,0.21813,0.000774,0.000632,0.000142,6,1,2,0
1.130731,113,1684,10168,31,29,11065.4082,67948.96094,14,18,120,565,86.952692,66.481765,0.00069,0.000538,0.000152,2,2,1,0
0.001085,119,130,162,31,29,479262.6875,597235.0,2,2,65,81,0.009,0.007,0.0,0.0,0.0,2,4,1,0
9e-06,119,264,0,60,0,117333328.0,0.0,2,0,132,0,0.009,0.0,0.0,0.0,0.0,23,23,23,0
1.059937,114,2934,3742,31,29,21722.04492,27722.40234,52,54,56,69,20.776843,19.990057,0.000602,0.000463,0.000139,6,3,3,0
1e-05,119,264,0,60,0,105600000.0,0.0,2,0,132,0,0.01,0.0,0.0,0.0,0.0,8,8,32,0
9e-06,120,114,0,254,0,50666664.0,0.0,2,0,57,0,0.009,0.0,0.0,0.0,0.0,3,3,3,1
1.005038,114,1580,10168,31,29,11533.8916,76446.85938,12,18,132,565,91.332729,59.087943,0.000675,0.000539,0.000136,2,3,1,0
9e-06,119,114,0,254,0,50666664.0,0.0,2,0,57,0,0.009,0.0,0.0,0.0,0.0,51,51,51,1
0.001064,119,146,178,31,29,548872.1875,669172.9375,2,2,73,89,0.011,0.009,0.0,0.0,0.0,3,3,1,0
0.042095,113,2438,19420,31,29,451169.9688,3598527.0,38,40,64,486,1.126487,1.066231,0.00062,0.000509,0.000111,2,4,1,0
1e-05,119,114,0,254,0,45600000.0,0.0,2,0,57,0,0.01,0.0,0.0,0.0,0.0,28,25,43,1
1.008726,113,1684,10168,31,29,12403.76465,76167.36719,14,18,120,565,77.490849,59.305588,0.000647,0.000527,0.00012,5,5,3,0
3e-06,119,114,0,254,0,152000000.0,0.0,2,0,57,0,0.003,0.0,0.0,0.0,0.0,16,16,32,1
6e-06,113,90,0,254,0,59999996.0,0.0,2,0,45,0,0.006,0.0,0.0,0.0,0.0,8,8,12,0
0.014871,113,2438,19502,31,29,1277116.5,10229305.0,38,40,64,488,0.393405,0.352051,0.001316,0.001138,0.000178,2,1,3,0
0.096842,113,14512,17134,31,29,1186840.5,1401292.875,100,100,145,171,1.008771,1.011716,0.000755,0.000608,0.000147,2,4,2,0
0.067918,113,2958,32408,31,29,341235.0,3740981.75,48,50,62,648,1.438489,1.375,0.000681,0.000541,0.00014,4,2,2,0
0.667094,114,37232,3380,31,29,437911.3125,39574.63281,52,42,716,80,13.072647,16.255317,0.000727,0.000622,0.000105,4,1,1,0
1.213018,113,1684,10168,31,29,10314.76953,63339.54297,14,18,120,565,93.282077,71.321647,0.000676,0.000546,0.00013,2,5,1,0
3e-06,119,114,0,254,0,152000000.0,0.0,2,0,57,0,0.003,0.0,0.0,0.0,0.0,24,24,24,1
0.028337,120,536,304,31,29,113491.1953,64368.14063,4,4,134,76,4.074,7.680333,0.0,0.0,0.0,7,4,3,0
2.238619,113,22026,764,254,252,76089.76563,2537.278564,30,14,734,55,77.163896,166.558469,0.119214,0.073349,0.045865,1,1,28,0
0.134879,113,2542,21848,31,29,147035.5,1265015.375,40,42,64,520,3.541316,3.357075,0.000916,0.000594,0.000322,7,3,2,0
8e-06,119,264,0,60,0,132000000.0,0.0,2,0,132,0,0.008,0.0,0.0,0.0,0.0,37,37,54,0
0.232215,113,37216,3380,31,29,1257489.875,113687.7422,52,42,716,80,4.545706,5.651,0.000651,0.000521,0.00013,5,2,1,0
1.849896,113,12830,548216,31,29,55237.70313,2365387.0,222,438,58,1252,8.369186,4.232098,0.000595,0.000465,0.00013,2,3,1,0
9e-06,119,114,0,254,0,50666664.0,0.0,2,0,57,0,0.009,0.0,0.0,0.0,0.0,3,3,21,1
0.001055,120,146,178,31,29,553554.5,674881.5,2,2,73,89,0.008,0.004,0.0,0.0,0.0,3,4,1,0
0.016336,113,2974,30516,31,29,1426542.625,14645446.0,48,50,62,610,0.339362,0.321612,0.00071,0.000568,0.000142,6,1,1,0
0.25154,113,1540,1644,31,29,45925.10156,49391.74609,16,18,96,91,16.747066,14.768588,0.001505,0.000467,0.001038,11,7,4,0
7e-06,119,114,0,254,0,65142856.0,0.0,2,0,57,0,0.007,0.0,0.0,0.0,0.0,21,21,43,1
0.004145,113,1064,2260,31,29,1883715.25,3999034.75,12,12,89,188,0.345818,0.320636,0.000752,0.000609,0.000143,4,4,1,0
2e-06,119,114,0,254,0,228000000.0,0.0,2,0,57,0,0.002,0.0,0.0,0.0,0.0,9,10,30,1
0.001055,120,146,178,31,29,553554.5,674881.5,2,2,73,89,0.011,0.011,0.0,0.0,0.0,3,5,1,0
9e-06,119,114,0,254,0,50666664.0,0.0,2,0,57,0,0.009,0.0,0.0,0.0,0.0,26,26,26,1
0.317962,114,3182,39582,31,29,78525.10938,977450.1875,52,54,61,733,6.227804,5.989075,0.000687,0.000537,0.00015,1,2,1,0
0.031991,113,7798,14894,31,29,1934294.0,3695039.0,122,126,64,118,0.275209,0.251872,0.000623,0.000502,0.000121,4,6,1,0
0.806044,114,7814,15998,31,29,76918.88281,157529.8594,122,126,64,127,6.658645,6.44408,0.000677,0.00053,0.000147,2,3,1,0
0.020352,113,1540,1644,31,29,567610.0625,610455.9375,16,18,96,91,1.336733,1.170353,0.00057,0.000451,0.000119,9,8,6,0
3e-06,119,114,0,254,0,152000000.0,0.0,2,0,57,0,0.003,0.0,0.0,0.0,0.0,44,44,44,1
0.002984,113,320,1954,31,29,715817.6875,4584450.5,6,8,53,244,0.5336,0.355,0.000705,0.000496,0.000209,6,4,4,0
0.190732,114,3728,5474,31,29,151500.5313,220036.4844,32,24,117,228,6.152645,8.260956,0.00072,0.000587,0.000133,1,4,1,0
4e-06,119,114,0,254,0,114000000.0,0.0,2,0,57,0,0.004,0.0,0.0,0.0,0.0,25,25,25,1
7.19696,113,18994,1087890,31,29,21054.44531,1207656.625,356,746,53,1458,20.329503,9.65969,0.000599,0.000485,0.000114,5,1,2,0
8e-06,119,114,0,254,0,57000000.0,0.0,2,0,57,0,0.008,0.0,0.0,0.0,0.0,6,6,23,1
6e-06,119,114,0,254,0,76000000.0,0.0,2,0,57,0,0.006,0.0,0.0,0.0,0.0,20,20,32,1
0.020635,113,37172,3380,31,29,14134432.0,1279379.75,52,42,715,80,0.4042,0.49022,0.00067,0.000532,0.000138,2,4,2,0
0.042606,113,3390,44988,31,29,625264.0625,8301741.5,56,58,61,776,0.783222,0.738158,0.000635,0.000523,0.000112,2,5,1,0
0.001013,119,146,178,31,29,576505.4375,702862.75,2,2,73,89,0.004,0.007,0.0,0.0,0.0,3,1,6,0
9e-06,119,114,0,254,0,50666664.0,0.0,2,0,57,0,0.009,0.0,0.0,0.0,0.0,34,34,34,1
0.245078,113,3976,2872,31,29,124401.2109,90159.05469,24,26,166,110,10.587,9.78064,0.000704,0.000557,0.000147,4,2,4,0
5e-06,119,264,0,60,0,211200000.0,0.0,2,0,132,0,0.005,0.0,0.0,0.0,0.0,18,18,26,0
0.005047,114,3672,2456,31,29,5497127.0,3677432.25,18,18,204,136,0.278059,0.261765,0.000766,0.000592,0.000174,3,6,3,0
